cap-shape;cap-surface;cap-color;bruises?;odor;gill-attachment;gill-spacing;gill-size;gill-color;stalk-shape;stalk-root;stalk-surface-above-ring;stalk-surface-below-ring;stalk-color-above-ring;stalk-color-below-ring;veil-type;veil-color;ring-number;ring-type;spore-print-color;population;habitat;edible
k;;;;;;c;;;;;;;w;;;;;;;v;;p
;s;;;;;c;;;;;;;w;;;;;;;;d;p
;;;;;;c;;;;;;;w;;;;;;;;l;p
;s;;;;;c;;;;;;;;w;;;;;;;d;p
;;w;;;;c;;;;;;;;;;;;p;;v;;p
;;w;t;;;c;;;;;;;;;;;;;;v;;p
k;y;;;;;c;;;;;;;;;;;;;;v;;p
;s;;;;;c;;;;;;;;;;;;;;v;d;p
;;;;;;c;;;;;;;;;;;;e;;v;;p
;s;w;;;;c;;;;;;;;;;;;;;v;;p
k;;;;;;c;;;;;;;;;;;;;w;v;;p
;;y;;;;c;;;;;;;;;;;;;;v;;p
;;;;;;c;;;;;;;;n;;;;;;v;;p
f;;w;;;;c;;;;;;;;;;;;p;;;;p
;;w;;;;c;n;;;;;;;;;;;p;;;;p
;f;;;;;c;;;e;b;;;;;;;;;;;;p
;;y;;;;c;;;;b;;;;;;;;;;;;p
;;w;;;;c;;;;b;;;;;;;;;;;;p
;;;;;;c;;;;b;;f;;;;;;;;;;p
f;;w;t;;;c;;;;;;;;;;;;;;;;p
;;;t;;;c;n;;;;;;;;;;;;;;;p
;y;n;;;;c;n;;;;;;;;;;;;;;;p
;y;;;;;c;;;;;;;;;;;;;;;l;p
f;s;;;;;c;;;;;;;;;;;;;;;g;p
f;s;;;;;c;;;;;;;;;;;;;;s;;p
;;y;;;;c;;;;;;;;;;;;;;;d;p
;;;;;;c;n;;;;;;;;;;;e;;;;p
;;;;;;c;;;;;;;;;;;;e;;;l;p
;s;;;;;c;n;;;;;;;;;;;;;;;p
;s;;;;;c;;p;;;;;;;;;;;;;;p
;s;;;;;c;;;;e;;;;;;;;;;;;p
;s;;;;;c;;;;;;f;;;;;;;;;;p
;;;;;;c;n;;;;;;;;;;;;w;;;p
;;;;;;c;n;;;;;;;;;;;;;;l;p
k;;;;;;c;n;;;;;;;;;;;;;;;p
;;;;;;c;;;;;;;;;;;;;w;;l;p
;;;;;;c;;;;;k;;;;;;;;;;;p
;f;;;;;c;;;;;;;;;;;;;;;g;p
;f;y;;;;c;;;;;;;;;;;;;;;;p
;f;;;;;c;;h;;;;;;;;;;;;;;p
;f;;;;;c;;;;;;;;n;;;;;;;;p
;;;;;;c;;;;;;k;;;;;;;;;;p
;;g;;;;c;;;;;;;;;;;;;;;g;p
;;;;;;c;;;;e;;;;;;;;;;;g;p
;;;;;;c;;h;;;;;;;;;;;;;g;p
;;g;;;;c;;h;;;;;;;;;;;;;;p
;;;;;;c;;;;e;;;;;;;;;;s;;p
;;w;;;;c;;;;e;;;;;;;;;;;;p
;;;;;;c;;;;;f;;;;;;;;;;;p
;;;f;;;;b;;;b;;;;;;;;;;v;;p
;y;;f;;;;b;;;;;;;;;;;;;v;;p
;;;f;;;;b;;;;;;;;;;;;;v;d;p
;f;;f;;;;b;;;;;;;;;;;;;v;;p
;;g;f;;;;b;;;;;;;;;;;;;v;;p
;;;f;;;;b;p;;;;;;;;;;;;v;;p
;f;;f;;;;b;;;b;;;;;;;;;;;;p
f;;g;f;;;;b;;e;;;;;;;;;;;;;p
f;;;f;;;;b;p;e;;;;;;;;;;;;;p
;y;;f;;;;b;p;;;;;;;;;;;;;;p
;;;f;;;;b;p;;;;;;;;;;;;;d;p
;f;;f;;;;b;;;;;;;;;;;;;y;;p
;;g;f;;;;b;;;;;;;;;;;;;y;;p
;;;f;;;;b;p;;;;;;;;;;;;y;;p
;s;;;;;;b;;t;;;;;;;;;;;v;;p
;s;;;;;;b;;t;;;;;;;;;p;;;;p
;s;;;;;;b;;t;b;;;;;;;;;;;;p
;s;;t;;;;b;;t;;;;;;;;;;;;;p
;;;;;;;b;;e;;;;;;;;;;;v;d;p
;f;;;;;;b;;e;;;;;;;;;;;v;;p
;;;;;;;b;p;e;;;;;;;;;;;v;;p
;;y;;;;;b;;;;;;;;;;;;;v;;p
;;;;;;;b;g;;;;;;;;;;;;v;;p
;;;;;;;b;h;;;;;;;;;;;;v;;p
;;;;;;;b;;;;;;;n;;;;;;v;;p
;f;;;;;;b;;e;b;;;;;;;;;;;;p
;;y;;;;;b;;;b;;;;;;;;;;;;p
;;w;;;;;b;;;b;;;;;;;;;;;;p
;;;;;;;b;;;b;;f;;;;;;;;;;p
;;;;;;;b;;;b;f;;;;;;;;;;;p
f;f;;;;;;b;;e;;;;;;;;;;;;;p
f;;g;;;;;b;p;e;;;;;;;;;;;;;p
;;;;;;;b;p;e;;;;;;;;;;;;d;p
;f;;;;;;b;;e;;;;;;;;;;;y;;p
;;g;;;;;b;p;e;;;;;;;;;;;y;;p
;;;;;;;b;h;e;;;;;;;;;;;;;p
;y;;;;;;b;h;;;;;;;;;;;;;;p
f;;;;;;;b;g;;;;;;;;;;;;;;p
;;y;;;;;b;;;;;;;;;;;;;;d;p
;;;;;;;b;h;;;;;;;;;;;;;d;p
;f;y;;;;;b;;;;;;;;;;;;;;;p
;f;;;;;;b;;;;;;;n;;;;;;;;p
;;;;;;;b;;;;;;;;;;;;h;;;p
;;;;;;;b;g;;;;;;;;;;;;y;;p
;;;;;;;b;h;;;;;;;;;;;;y;;p
;;;;;;;b;;;;;;;;;;;;;;u;p
;;;f;;;;;;;b;s;;;;;;;p;;;;p
;;;f;;;;;;;;s;;;;;;;p;;;d;p
;;;f;;;;;;;b;s;;;;;;;;;;d;p
f;s;;f;;;;;;;;s;;;;;;;;w;;;p
;s;;f;;;;;;;;s;;;;;;;;;;d;p
;;n;f;;;;;;;;s;;;;;;;;;;d;p
;s;n;f;;;;;;;;s;;;;;;;;w;;;p
;;;f;;;;;;;;s;;;;;;;;;;p;p
;;;;;;;;;e;;s;;;;;;;p;;;d;p
;;;;;;;;;e;b;s;;;;;;;;;;d;p
;;;;;;;;;;;s;;;;;;;;w;;d;p
f;;;f;;;;;;;?;;s;w;;;;;;;;;p
;y;;f;;;;;;;;;s;;w;;;;;;;;p
f;;;f;;;;;;;?;;s;;w;;;;;;;;p
;;;f;;;;;;;b;;s;;;;;;p;;;;p
;y;;f;;;;;;;?;;s;;;;;;;;;;p
f;s;;f;;;;;;;;;s;;;;;;;w;;;p
;;;f;;;;;;;;;s;;;;;;;;;d;p
;s;n;f;;;;;;;;;s;;;;;;;w;;;p
;;;f;;;;;;;;;s;;;;;;;;;p;p
;;;;;;;;;;?;;s;w;;;;;;;v;;p
;;;;;;;;;;?;;s;;w;;;;;;v;;p
;y;;;;;;n;;;;;s;;w;;;;;;;;p
;;w;;;;;;;e;;;s;;;;;;;;v;;p
;y;;;;;;;;;?;;s;;;;;;;;v;;p
f;;;;;;;;;;;;s;;;;;;p;;;g;p
f;;;;;;;;;;;;s;;;;;;p;;s;;p
;;;;;;;;;e;;;s;;;;;;;;;d;p
;;w;;;;;n;;e;;;s;;;;;;;;;;p
f;;;t;;;;;;;;;s;;;;;;;;;g;p
f;;;t;;;;;;;;;s;;;;;;;;s;;p
;y;;;;;;n;;;;;s;;;;;;;;;d;p
;;;;;;;;;;?;;s;;;;;;;;;d;p
;;;;;;;;;;;;s;;;;;;;w;;d;p
;;;;;;;n;;;?;;s;;;;;;;;;;p
;;;;;;;;;;;;s;;;;;;;h;;;p
;;;f;;;;;;t;;;;;;;;;;;v;;p
;;;f;;;;n;;t;;;;;;;;;;;;;p
;y;;f;;;;;;t;;;;;;;;;;;;;p
;;;f;;;;;;t;;;;;;;;;;;;d;p
;s;;f;;;;;;;;;;w;;;;;;;v;;p
;;;f;;;;;;;b;;;w;;;;;p;;;;p
;;;f;;;;;;;;;;w;;;;;p;;;d;p
;;;f;;;;;;;b;;;w;;;;;;;;d;p
f;s;;f;;;;;;;?;;;w;;;;;;;;;p
f;s;;f;;;;;;;;;;w;;;;;;w;;;p
;s;;f;;;;;;;;;;w;;;;;;;;d;p
;;n;f;;;;;;;;;;w;;;;;;;;d;p
;;n;f;;;;;;;?;;;w;;;;;;;;;p
;;;f;;;;;;;;;;w;;;;;;;;p;p
;;;f;;;;;;;;;;;w;;;;;w;v;;p
;s;;f;;;;;;;;;;;w;;;;;;v;;p
;;;f;;;;;;;;;;;w;;;;p;;;d;p
;;;f;;;;;;;b;;;;w;;;;;;;;p
;y;;f;;;;;;;;;;;w;;;;e;;;;p
;y;;f;;;;;;;;;;;w;;;;;w;;;p
;y;n;f;;;;;;;;;;;w;;;;;;;;p
k;y;;f;;;;;;;;;;;w;;;;;;;;p
f;s;;f;;;;;;;?;;;;w;;;;;;;;p
f;;;f;;;;;;;;;;;w;;;;;w;;;p
;s;;f;;;;;;;;;;;w;;;;;;;d;p
;;n;f;;;;;;;;;;;w;;;;;;;d;p
;;;f;;;;;;;;;;;w;;;;e;w;;;p
k;;;f;;;;;;;;;;;w;;;;e;;;;p
;;n;f;;;;;;;?;;;;w;;;;;;;;p
;;n;f;;;;;;;;;;;w;;;;;w;;;p
k;;n;f;;;;;;;;;;;w;;;;;;;;p
;;;f;;;;;;;;;;;w;;;;;;;p;p
;;;f;;;;;;;b;;;;;;;;;;v;d;p
;s;;f;;;;;;;;;;;;;;;;;v;d;p
;;n;f;;;;;;;;;;;;;;;;;v;d;p
;s;;f;;;;;;;;;;;;;;;;w;v;;p
;;;f;;;;;;;;;;;;;;;;;v;p;p
;;;f;;;;n;;;b;;;;;;;;p;;;;p
;;;f;;;;n;;;;;;;;;;;p;;;d;p
;;;f;;;;n;;;b;;;;;;;;;;;d;p
;f;;f;;;;;;;b;;;;;;;;;;y;;p
;;g;f;;;;;;;b;;;;;;;;;;;;p
;;;f;;;;;p;;b;;;;;;;;;;;;p
f;;;f;;;;;;e;;;;;;;;;;;;g;p
;y;;f;;;;;;;?;;;;;;;;;w;;;p
;y;n;f;;;;;;;?;;;;;;;;;;;;p
k;y;;f;;;;;;;?;;;;;;;;;;;;p
;y;;f;;;;;;;;;;;;;;;;;;g;p
;y;g;f;;;;;;;;;;;;;;;;;;;p
;y;;f;;;;;g;;;;;;;;;;;;;;p
f;;;f;;;;;;;?;;;;;;;;;w;;;p
;f;;f;;;;;;;;;;;;;;;;;;d;p
;;g;f;;;;;;;;;;;;;;;;;;d;p
;s;;f;;;;;;;;;;;;;;;e;w;;;p
k;s;;f;;;;;;;;;;;;;;;e;;;;p
;;;f;;;;;;;?;;;;;;;;e;;;;p
;s;;f;;;;n;;;;;;;;;;;;;;;p
;;n;f;;;;;;;?;;;;;;;;;w;;;p
;;;f;;;;;;;;;;;;;;;;;y;g;p
;;;f;;;;;;;;;;;p;;;;;;;;p
;;;f;;;;;;;;;;p;;;;;;;;;p
;;g;f;;;;;;;;;;;;;;;;;;p;p
;;e;f;;;;;;;;;;;;;;;;;;;p
;;;f;;;;;p;;;;;;;;;;;;;p;p
;;y;f;;;;;;;;;;;;;;;;;;;p
;;;;;;;;;t;;;;;;;;;e;;v;;p
;s;n;;;;;;;t;;;;;;;;;;;v;;p
;;;;;;;;;t;;;;;;;;;p;;;g;p
;;;t;;;;;;t;;;;;;;;;;;;g;p
;;;;;;;;;t;;;;;;;;;p;;s;;p
;;;t;;;;;;t;;;;;;;;;;;s;;p
;;;;;;;;;t;b;;f;;;;;;;;;;p
;;;;;;;;;t;b;f;;;;;;;;;;;p
;y;;;;;;;;t;;;;;;;;;e;;;;p
;y;;;;;;n;;t;;;;;;;;;;;;;p
;s;n;;;;;;;t;;;;;;;;;;;;d;p
;;;;;;;n;;t;;;;;;;;;e;;;;p
;;e;;;;;;;t;;;;;;;;;e;;;;p
;s;e;;;;;;;t;;;;;;;;;;;;;p
;;n;;;;;n;;t;;;;;;;;;;;;;p
;;;;;;;;;t;?;;;;;;;;;;;;p
;;;;;;;;;t;;;;;;;;;;w;;;p
;;;;;;;;;t;;k;;;;;;;;;;;p
;;;;;;;;;t;;;k;;;;;;;;;;p
;;;;;;;;;t;;;;;;;;;;h;;;p
;;;;;;;;;t;;;;;;;;;;;;p;p
;;;;;;;;;t;;;;;;;;;;;;l;p
k;;;;;;;;;t;;;;;;;;;;;;;p
;;;;;;;;;t;;;;;;;;;;;;u;p
;s;;;;;;;;;?;;;w;;;;;;;v;;p
k;s;;;;;;;;;;;;w;;;;;;;v;;p
;;n;;;;;;;;?;;;w;;;;;;;v;;p
k;;;;;;;;;;?;;;w;;;;;;;v;;p
;;;;;;;;;e;;;;w;;;;;p;;;d;p
;;;;;;;;;e;b;;;w;;;;;;;;d;p
;;;;;;;;;;;;;w;;;;;;w;;d;p
k;;;;;;;;;;;;;w;;;;;;;;d;p
;s;;;;;;;;;;;;w;;;;;;;;l;p
;;;;;;;;;;?;;;w;;;;;;;;l;p
;;;;;;;;;;;;;;w;;;;e;;v;;p
;s;;;;;;;;;?;;;;w;;;;;;v;;p
;;n;;;;;;;;?;;;;w;;;;;;v;;p
k;;;;;;;;;;;;;;w;;;;;;v;;p
;;;;;;;;;e;;;;;w;;;;p;;;d;p
;;;;;;;;;e;b;;;;w;;;;;;;d;p
;;;;;;;n;;e;b;;;;w;;;;;;;;p
;;;;;;w;;;e;b;;;;w;;;;;;;;p
;;;;;;;;;;b;;f;;w;;;;;;;;p
;;;;;;;;;;b;f;;;w;;;;;;;;p
;;;;;;w;n;;e;;;;;w;;;;;;;;p
;y;n;;;;;n;;;;;;;w;;;;;;;;p
;;;;;;;;;;;;;;w;;;;;w;;d;p
;;;;;;;n;;;;;;;w;;;;e;;;;p
;;;;;;;n;;;;;;;w;;;;;w;;;p
k;;;;;;;n;;;;;;;w;;;;;;;;p
;;;;;;;;;;;;;;w;;;;;;;l;p
;;w;;;;;;;e;;;;;;;;;p;;v;;p
;;;;;;;;;e;b;;;;;;;;;;v;d;p
;;y;;;;;;;e;;;;;;;;;;;v;;p
;y;n;;;;;;;;?;;;;;;;;;;v;;p
k;y;;;;;;;;;?;;;;;;;;;;v;;p
;y;y;;;;;;;;;;;;;;;;;;v;;p
;y;;;;;;;g;;;;;;;;;;;;v;;p
;;;;;;;;;;;;;;;;;;;w;v;d;p
;s;n;;;;;;;;;;;;;;;;;;v;d;p
k;;;;;;;;;;;;;;;;;;;;v;d;p
;s;;;;;;;;;;;;;;;;;e;;v;;p
;;;;;;;;;;?;;;;;;;;e;;v;;p
;;e;;;;;;;;;;;;;;;;e;;v;;p
k;s;;;;;;;;;;;;;;;;;;w;v;;p
;s;e;;;;;;;;;;;;;;;;;;v;;p
;;;;;;;;;;?;;;;;;;;;w;v;;p
;;e;;;;;;;;?;;;;;;;;;;v;;p
;;e;;;;;;;;;;;;;;;;;w;v;;p
;;;;;;;;;;;k;;;;;;;;;v;;p
;f;;;;;;;h;;;;;;;;;;;;v;;p
;;;;;;;;;;;;k;;;;;;;;v;;p
;;;;;;;;;;;;;;;;;;;;v;g;p
;;g;;;;;;h;;;;;;;;;;;;v;;p
k;;e;;;;;;;;;;;;;;;;;;v;;p
;;y;;;;;;;;;;;;;;;;;;v;p;p
k;;;;;;;;;;;;;;;;;;;;v;p;p
;;y;;;;;;g;;;;;;;;;;;;v;;p
;;;;;;;;;;;;;n;;;;;;;v;;p
;;;;;;;n;;e;b;;;;;;;;p;;;;p
;;;;;;w;;;e;b;;;;;;;;p;;;;p
;;;;;;;n;;e;;;;;;;;;p;;;d;p
;;;;;;w;n;;e;;;;;;;;;p;;;;p
;;w;;;;;n;;e;;;;;;;;;p;;;;p
;y;;;;;;n;;;;;;;;;;;p;;;;p
f;s;;;;;;;;;;;;;;;;;p;;;g;p
f;s;;;;;;;;;;;;;;;;;p;;s;;p
;s;;;;;;;;;e;;;;;;;;p;;;;p
;;;;;;;;;;;;;;;;;;p;h;;;p
;;;;;;;;;;e;;;;;;;;p;;;g;p
;;;;;;;;;;e;;;;;;;;p;;s;;p
;;w;;;;;;;;e;;;;;;;;p;;;;p
;;;;;;;;;;;;f;;;;;;p;;;;p
;;;;;;;;;;;f;;;;;;;p;;;;p
;;b;;;;;;;;;;;;;;;;p;;;;p
;;;;;;;n;;e;b;;;;;;;;;;;d;p
;f;g;;;;;;;e;b;;;;;;;;;;;;p
;f;;;;;;;;e;b;;;;;;;;;;y;;p
;;;;;;;;p;e;b;;;;;;;;;;;;p
;;y;;;;;;;e;b;;;;;;;;;;;;p
;y;y;;;;;;;;b;;;;;;;;;;;;p
;s;;;;;;;;;b;;f;;;;;;;;;;p
;s;;;;;;;;;b;f;;;;;;;;;;;p
;;;;;;;;;;b;k;;;;;;;;;;;p
;;;;;;;;;;b;;k;;;;;;;;;;p
;;;;;;;;;;b;;;;;;;;;h;;;p
;;;;;;;;;;b;;;;;;;;;;;g;p
;;y;;;;;;;;b;;;;;;;;;;y;;p
;;;;;;;;p;;b;;;;;;;;;;;p;p
;;;;;;;;;;b;;;;;;;;;;s;;p
;;y;;;;;;;;b;;;;;;;;;;;p;p
;;;;;;;;g;;b;;;;;;;;;;;;p
;;;;;;;;h;;b;;;;;;;;;;;;p
;;;;;;;;;;b;;;;;;;;;;;u;p
;;b;;;;;;;;b;;;;;;;;;;;;p
;;;t;;;;n;;e;;;;;;;;;;;;;p
;y;g;;;;;;p;e;;;;;;;;;;;;;p
f;f;;;;;;;;e;;;;;;;;;;;;g;p
f;;g;;;;;;;e;;;;;;;;;;;;g;p
;f;;;;;;;;e;;;;;;;;;;;;d;p
;;g;;;;;;;e;;;;;;;;;;;;d;p
;;y;;;;;;;e;;;;;;;;;;;;d;p
;s;;;;;;n;;e;;;;;;;;;;;;;p
;s;;;;;;;;e;e;;;;;;;;;;;;p
;f;y;;;;;;;e;;;;;;;;;;;;;p
;f;;;;;;;h;e;;;;;;;;;;;;;p
;;;;;;;;;e;e;;;;;;;;;;;g;p
;;;;;;;;h;e;;;;;;;;;;;;g;p
;;;;;;;;;e;;;;;p;;;;;;;;p
;;;;;;;;;e;;;;p;;;;;;;;;p
;;g;;;;;;h;e;;;;;;;;;;;;;p
;;;;;;;;;e;e;;;;;;;;;;s;;p
;;w;;;;;;;e;e;;;;;;;;;;;;p
;y;;t;;;;n;;;;;;;;;;;;;;;p
f;s;;t;;;;;;;;;;;;;;;;;;g;p
f;s;;t;;;;;;;;;;;;;;;;;s;;p
;;n;t;;;;n;;;;;;;;;;;;;;;p
;;;t;;;;n;;;;;;;;;;;;k;;;p
;;;t;;;;;;;;;;;;;;;;h;;;p
;;;t;;;;;;;e;;;;;;;;;;;;p
;;;t;;;;;;;;;f;;;;;;;;;;p
;;;t;;;;;;;;f;;;;;;;;;;;p
;;;t;;;;;;;;;;;;;;;;;;u;p
f;y;;;;;;;g;;;;;;;;;;;;;;p
;y;y;;;;;;;;;;;;;;;;;;;d;p
;y;;;;;;;;;?;;;;;;;;;;;l;p
;y;;;;;;;;;;k;;;;;;;;;;;p
;y;;;;;;;;;;;k;;;;;;;;;;p
;y;g;;;;;;;;;;;;;;;;;;;g;p
;y;g;;;;;;g;;;;;;;;;;;;;;p
;y;g;;;;;;h;;;;;;;;;;;;;;p
;y;;;;;;;g;;;;;;;;;;;;y;;p
;y;;;;;;;;;e;;;;;;;;;;;;p
f;;;;;;;;;;;k;;;;;;;;;;;p
f;;;;;;;;;;;;k;;;;;;;;;;p
f;;y;;;;;;g;;;;;;;;;;;;;;p
;;;;;;;;;;;;;;;;;;e;;;d;p
;s;;;;;;;;;?;;;;;;;;;;;d;p
;s;e;;;;;;;;;;;;;;;;;;;d;p
;;;;;;;n;;;;;;;;;;;;w;;d;p
;;n;;;;;n;;;;;;;;;;;;;;d;p
k;;;;;;;n;;;;;;;;;;;;;;d;p
;;;;;;;;;;?;;;;;;;;;w;;d;p
;;n;;;;;;;;?;;;;;;;;;;;d;p
;;e;;;;;;;;?;;;;;;;;;;;d;p
k;;;;;;;;;;?;;;;;;;;;;;d;p
;;e;;;;;;;;;;;;;;;;;w;;d;p
;;;;;;;;;;;k;;;;;;;;;;d;p
;;;;;;;;;;;;k;;;;;;;;;d;p
;;y;;;;;;;;;;;;;;;;;;y;d;p
k;;e;;;;;;;;;;;;;;;;;;;d;p
;;;;;;;;g;;;;;;;;;;;;;d;p
;s;;;;;;n;;;;;;;;;;;e;;;;p
;s;;;;;;;;;;;;;;;;;e;;;l;p
;;;;;;;n;;;?;;;;;;;;e;;;;p
;;;;;;;;;;?;;;;;;;;e;;;l;p
;;;;;;;;;;;k;;;;;;;e;;;;p
;;;;;;;;;;;;k;;;;;;e;;;;p
;;;;;;;;;;;;;;p;;;;e;;;;p
;;;;;;;;;;;;;p;;;;;e;;;;p
;;;;;;;;;;;;;;;;;;e;;;p;p
;s;;;;;;n;;;?;;;;;;;;;;;;p
;s;;;;;;n;;;;;;;;;;;;w;;;p
;s;n;;;;;n;;;;;;;;;;;;;;;p
;s;;;;;;n;;;;;;;;;;;;k;;;p
;s;;;;;;n;;;e;;;;;;;;;;;;p
;s;;;;;;n;;;;;;;;;;;;;;l;p
k;s;;;;;;n;;;;;;;;;;;;;;;p
;s;;;;;;;;;;;;;;;;;;w;;l;p
;s;;;;;;;;;;;;;p;;;;;;;;p
;s;;;;;;;;;;;;p;;;;;;;;;p
;s;;;;;;;;;;;;;;;;;;h;;;p
;s;;;;;;;;;;;;;;;;;;;;u;p
;;;;;;;n;;;?;;;;;;;;;w;;;p
;;n;;;;;n;;;?;;;;;;;;;;;;p
;;;;;;;n;;;?;;;;;;;;;;;l;p
k;;;;;;;n;;;?;;;;;;;;;;;;p
;;;;;;;n;;;;k;;;;;;;;;;;p
;;;;;;;n;;;;;k;;;;;;;;;;p
;;;;;;;n;;;;;;;;;;;;;;g;p
;;;;;;;n;;;;;;;p;;;;;;;;p
;;;;;;;n;;;;;;p;;;;;;;;;p
;;e;;;;;n;;;;;;;;;;;;;;;p
;;;;;;;n;;;;;;;;;;;;;s;;p
;;;;;;;n;;;;;;;;;;;;;;p;p
;;w;;;;;n;;;e;;;;;;;;;;;;p
;;;;;;;;;;?;;;;;;;;;w;;l;p
;;;;;;;;;;?;;;;p;;;;;;;;p
;;;;;;;;;;?;;;p;;;;;;;;;p
;;;;;;;;;;?;;;;;;;;;;;p;p
;;;;;;;;;;;;;;p;;;;;w;;;p
;;;;;;;;;;;;;p;;;;;;w;;;p
;;n;;;;;;;;;k;;;;;;;;;;;p
;;;;;;;;;;;k;;;p;;;;;;;;p
;;;;;;;;;;;k;;p;;;;;;;;;p
;;;;;;;;;;;k;;;;;;;;;y;;p
;;;;;;;;;;;k;;;;;;;;h;;;p
;;e;;;;;;;;;k;;;;;;;;;;;p
;;;;;;;;;;;k;;;;;;;;;;p;p
;;y;;;;;;;;;k;;;;;;;;;;;p
;;;;;;;;;;;k;;;;;;;;;;l;p
;;;;;;;;h;;;k;;;;;;;;;;;p
;;;;;;;;;;;k;;;n;;;;;;;;p
;;;;;;;;;;;k;;n;;;;;;;;;p
;f;;;;;;;;;;;;;;;;;;h;;;p
;f;;;;;;;;;;;;;;;;;;;y;g;p
;f;y;;;;;;;;;;;;;;;;;;;g;p
;f;y;;;;;;;;;;;;;;;;;;y;;p
;f;;;;;;;h;;;;;;;;;;;;y;;p
;f;;;;;;;;;;;;;n;;;;;;y;;p
;f;;;;;;;;;;;;;;;;;;;;p;p
;f;y;;;;;;g;;;;;;;;;;;;;;p
;f;;;;;;;;;;;;n;;;;;;;;;p
;;n;;;;;;;;;;k;;;;;;;;;;p
;;;;;;;;;;;;k;;p;;;;;;;;p
;;;;;;;;;;;;k;p;;;;;;;;;p
;;;;;;;;;;;;k;;;;;;;;y;;p
;;;;;;;;;;;;k;;;;;;;h;;;p
;;e;;;;;;;;;;k;;;;;;;;;;p
;;;;;;;;;;;;k;;;;;;;;;p;p
;;y;;;;;;;;;;k;;;;;;;;;;p
;;;;;;;;;;;;k;;;;;;;;;l;p
;;;;;;;;h;;;;k;;;;;;;;;;p
;;;;;;;;;;;;k;;n;;;;;;;;p
;;;;;;;;;;;;k;n;;;;;;;;;p
;;;;f;;;;;;;;;;;;;;;;;;p
;;;;;;;;;;;;;;p;;;;;;;g;p
;;;;;;;;;;;;;p;;;;;;;;g;p
;;g;;;;;;;;;;;;;;;;;;y;g;p
;;;;;;;;;;;;;;;;;;;h;;g;p
;;;;;;;;;;;;;;n;;;;;;;g;p
;;;;;;;;;;;;;n;;;;;;;;g;p
;;;;;;;;;;;;;;p;;;;;h;;;p
;;;;;;;;;;;;;;p;;;;;;;p;p
;;y;;;;;;;;;;;;p;;;;;;;;p
;;;;;;;;;;;;;;p;;;;;;;l;p
k;;;;;;;;;;;;;;p;;;;;;;;p
;;;;;;;;g;;;;;;p;;;;;;;;p
;;;;;;;;h;;;;;;p;;;;;;;;p
;;;;;;;;;;;;;n;p;;;;;;;;p
;;;;;;;;;;;;;p;;;;;;h;;;p
;;;;;;;;;;;;;p;;;;;;;;p;p
;;y;;;;;;;;;;;p;;;;;;;;;p
;;;;;;;;;;;;;p;;;;;;;;l;p
k;;;;;;;;;;;;;p;;;;;;;;;p
;;;;;;;;g;;;;;p;;;;;;;;;p
;;;;;;;;h;;;;;p;;;;;;;;;p
;;;;;;;;;;;;;p;n;;;;;;;;p
;;g;;;;;;h;;;;;;;;;;;;y;;p
;;g;;;;;;;;;;;;;;;;;h;;;p
;;g;;;;;;;;;;;;n;;;;;;;;p
;;g;;;;;;;;;;;n;;;;;;;;;p
;;;;;;;;b;;;;;;;;;;;;;;p
;;y;;;;;;g;;;;;;;;;;;;y;;p
;;;;;;;;;;;;;;;;;;;h;s;;p
;;;;;;;;;;;;;;;;;;;h;;p;p
;;y;;;;;;;;;;;;;;;;;h;;;p
;;;;;;;;g;;;;;;;;;;;h;;;p
;;;;;;;;;;;f;;;;;;;;h;;;p
;;;;;;;;;;;;;;n;;;;;h;;;p
;;;;;;;;;;;;;n;;;;;;h;;;p
;;;;;;;;;;;;;;;;;;;h;;u;p
;;e;;;;;;;;;;;;;;;;;;;p;p
;;e;;;;;;;;;;;;;;;;;;;l;p
;;;;;;;;p;;;;;;n;;;;;;;;p
;;;;;;;;p;;;;;n;;;;;;;;;p
;;;;;;;;;;;;;;;;;;l;;;;p
;;;;;;;;;;;;;;;;;;;;s;u;p
;;;;;;;;g;;;;;;;;;;;;;p;p
;;;;;;;;h;;;;;;;;;;;;;p;p
;;y;;;;;;h;;;;;;;;;;;;;;p
;;y;;;;;;;;;;;;n;;;;;;;;p
;;y;;;;;;;;;;;n;;;;;;;;;p
;;w;;;;;;;;;;;;;;;;;;;u;p
;;;;;;;;g;;;;;;n;;;;;;;;p
;;;;;;;;g;;;;;n;;;;;;;;;p
;;;;;;;;h;;;;;;n;;;;;;;;p
;;;;;;;;h;;;;;n;;;;;;;;;p
;;;;y;;;;;;;;;;;;;;;;;;p
;;;;s;;;;;;;;;;;;;;;;;;p
;;;;;;;;;;;;;;b;;;;;;;;p
;;;;;;;;;;;;;b;;;;;;;;;p
;;;;p;;;;;;;;;;;;;;;;;;p
;;;;c;;;;;;;;;;;;;;;;;;p
